"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (10)";"Code_2 (10)";"Code_3 (10)";"Code_4 (20)";"Code_5 (10)";"Total_Marks (100)";"Comments"
22ME10083;10;10;10;10;10;10;10;20;10;100;Keep it up~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the 1st set:~~~~The total no. of elements:~~Now entr the elements~~Enter the 2st set:~~~~The total no. of elements:~~Now entr the elements~~1 2 ~~1 2 4 ~~Final result:~~2 3 5 3 4 6 ~~~~Your output:~~Enter the 1st set:~~~~The total no. of elements:~~Now entr the elements~~Enter the 2st set:~~~~The total no. of elements:~~Now entr the elements~~1 2 3 4 5 ~~1 2 3 4 5 ~~Final result:~~2 3 4 5 6 3 4 5 6 7 4 5 6 7 8 5 6 7 8 9 6 7 8 9 10 ~~~~Your output:~~Enter the 1st set:~~~~The total no. of elements:~~Now entr the elements~~Enter the 2st set:~~~~The total no. of elements:~~Now entr the elements~~1 1 1 1 1 ~~1 1 1 1 1 ~~Final result:~~2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ~~~~Your output:~~[Code goes into an Infinite Loop]~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CS30048;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC30027;10;10;10;10;10;10;10;20;10;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter N: Enter N: L1 = {1 2 }~~+~~L2 = {1 2 4 }~~L = {2 3 5 3 4 6 }~~~~Your output:~~Enter N: Enter N: L1 = {1 2 3 4 5 }~~+~~L2 = {1 2 3 4 5 }~~L = {2 3 4 5 6 3 4 5 6 7 4 5 6 7 8 5 6 7 8 9 6 7 8 9 10 }~~~~Your output:~~Enter N: Enter N: L1 = {1 1 1 1 1 }~~+~~L2 = {1 1 1 1 1 }~~L = {2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 }~~~~Your output:~~Enter N: Enter N: L1 = {0 }~~+~~L2 = {0 }~~L = {0 }~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME10026;0;0;0;0;10;10;10;20;10;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22CE10005;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MA10040;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CY10008;0;0;0;0;10;10;10;20;10;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22EE10068;0;0;0;0;10;10;10;20;10;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22AG30048;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22BT10019;0;0;0;0;10;10;10;20;10;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22CH10024;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
